,id,thread_id,chat,author,author_username,author_name,author_is_bot,body,reply_to,views,timestamp,unix_timestamp,timestamp_edited,unix_timestamp_edited,author_forwarded_from_name,author_forwarded_from_username,timestamp_forwarded_from,unix_timestamp_forwarded_from,attachment_type,attachment_data,attachment_filename,matching_lexicons,Node_URL_count
541,5745,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"Чтоб не зря смерти в Украине.

Народ жаждет открыть второй внутренний фронт сначала  денацификации, затем декорруптизации. Причём фронт, уже анонсированный на словах главнокомандующим 16 марта.

https://t.me/tsarkrest/5727

https://t.me/RVSsu/5387

https://t.me/olen_nn/4310

https://t.me/Alekhin_Telega/4286

https://t.me/dumayem/8916

https://t.me/riakatysha/14873

https://t.me/russica2/44862

https://t.me/delyagin/16472

https://t.me/llh_778/6677

https://t.me/prezidentgordonteam/14622

Без этого страна сгниет вместе с её протухшей головой...

#денацификацияроссии
@PrezidentGordonTeam",,4915,2022-03-18 8:26:03,1647591963,2022-03-18 8:31:03,1647592263.0,,,2022-03-18 8:15:05,1647591305.0,url,,,,12
561,5111,tsarkrest,tsarkrest,1183535083,tsarkrest,,False,"5️⃣0️⃣0️⃣0️⃣0️⃣🏋️‍♂️ Спасибо за сотрудничество и репосты!                                                                                                                                  Медленно, но верно мы наращиваем аудиторию и проводим революцию сознания у людей, превращая их в граждан страны. НЕЗЫГАРЬ https://t.me/russica2                                                                   Кремлевский безбашенник https://t.me/kremlebezBashennik                                               Закулисный шептун https://t.me/backroom_whisperer                           Образ будущего https://t.me/obrazbuduschego2                              Постправда https://t.me/postposttruth                                                  Большой трансфер 2024 https://t.me/bigtransfer2024                             Медиакиллер https://t.me/mediakiller                                                                              Сканер https://t.me/munscanner                                                                                                                  Усы Пескова https://t.me/Sandymustache                                                                              Страна и народ https://t.me/strana_i_narod                                          Катарсис https://t.me/ctrs2018                                                                                                              Крымский канал https://t.me/fcpeshka                                         Сибиряк https://t.me/sidpolit                                                                                 Волга.brief https://t.me/volgabrief                                                              Гращенков https://t.me/thegraschenkov                                             16 негритят  https://t.me/Gubery                                                             Северное измерение https://t.me/northm                                                    Sakh Co  https://t.me/sakhco                                                                              Кавказ ликбез https://t.me/kavkaz_leakbez                                                                                                                      Мария Шукшина https://t.me/mariashukshina                                                      Ебулд СПЕЦ https://t.me/EbuldinSkySpez                                       Проект кино https://t.me/proektkino                                                                                                                        Коалиция ""Третья Сила"" https://t.me/orgkomitet                                                                                                  Царский крест - @tsarkrest                                                                                          Генерал СВР https://t.me/generalsvr                                              Соловей https://t.me/solovey2                                                                               Депутат Енгалычева https://t.me/deputatEkaterina                                            ПолитСатирка https://t.me/satirkka                                                                        Андрей Гусий https://t.me/GusyAndrew                                                     Стёб https://t.me/Skuratoff_2_0                                                                                Гражданская позиция -Регион-65  https://t.me/GP_R65                                                                                                          Борисенко Дмитрий https://t.me/borisenkoD                                                     Алиса против https://t.me/lazaryewa                                          Почему? По кочану https://t.me/PoKachanuKld                                                 Кого забыл - пишите, добавлю.",,4962,2022-01-10 21:10:07,1641849007,2022-01-12 22:03:09,1642024989.0,,,2022-01-10 15:42:23,1641829343.0,,,,,33
564,480,blackcolonel2020,blackcolonel2020,1430341925,blackcolonel2020,,False,"Что нужно сделать, чтобы нанести энергетической инфраструктуре непоправимый урон — разбор Рыбаря
Сегодня утром мы представили подробный анализ  (https://t.me/rybar/40091)результатов двухдневного огневого поражения по объектам энергетической инфраструктуры Украины. 
Команда Рыбаря дополнительно провела оценку текущей целостности украинской энергосети на основе сообщений из открытых источников. Мы неоднократно повторяли, что для достижения сколько-нибудь значимых целей необходимо систематическое огневое воздействие. 
🔻По нашему мнению, повторное поражение указанных целей приведет к потере возможности передавать мощности конечным потребителям через магистральную сеть 330 и 750 кВ энергосистемы Украины и сильно обесценит возможность ее использования. 
▪️При поражении указанных объектов не возникнет необходимости воздействовать на ОРУ 750 и 330 кВ атомных электростанций. 
▪️Сеть все ещё останется единой, но её пропускная способность упадет до ограничений мощности передачи по ВЛ-110 кВ, чего будет явно недостаточно для сохранения статической устойчивости энергодефицитных регионов востока страны, а наличие работающих атомных электростанций не сможет никаким образом изменить эту ситуацию. 
▪️Выбивание мощных тепловых станций из генерации энергосистемы приведет к тому, что атомные станции вынуждены будут работать либо в режиме замкнутого на себя энергетического острова, либо функционировать с жестким графиком веерных отключений, что зимой неминуемо приведет к перегрузкам сетей, аварийным ситуациям и отказам оборудования.
📌 Перечень целей для огневого поражения — часть 1
 (https://t.me/rybar/40123)📌 Перечень целей для огневого поражения — часть 2
https://t.me/rybar/40122",,11997,2022-10-12 16:19:28,1665591568,2022-10-12 16:20:48,1665591648.0,,,,,url,,,,4
568,457,blackcolonel2020,blackcolonel2020,1430341925,blackcolonel2020,,False,"По Лиману, к сожалению, вести не очень хорошие. Город фактически находится в оперативном окружении. На дорогу снабжения на Сватово сейчас вылезают ДРГ. Часть ее находится под контролем украинской артиллерии. 

Ямполь к утру, по факту, находится в «серой зоне», нашим подразделениям пришлось отойти. 

В Дробышево линия обороны прорвана. Ситуация в районе Красного Лимана критическая.

Отвечая на сотни ваших вопросов, я не знаю, почему сюда не подтягивают резервы, почему бьют ракетами и Геранью по Днепру и Николаеву, а не по наступающим на Лиман. 
https://t.me/sashakots/36120

На утро сообщают о продолжающемся обострении ситуации в районе Красного Лимана, Дробышево и Ямполя. Противник взял часть дорог под огневой контроль и ситуация развивается неблагоприятно для наших войск. Угроза окружения может вынудить отступление из Красного Лимана, чтобы сохранить войска, как это было сделано при отходе из Изюма.
https://t.me/boris_rozhin/65621
____

Странная война, странная...
Три недели наш Генштаб спокойно наблюдает, как в Лимане превосходящие силы ВСУ уничтожают наших солдат. И не предпринимает никаких мер.",,16136,2022-09-30 6:26:50,1664519210,2022-09-30 6:29:46,1664519386.0,,,,,url,,,,3
608,3622,olegtsarov,olegtsarov,1324060080,olegtsarov,,False,"Да, ожидаемая реакция на свободное изъявление мыслей в демократическом обществе, основанном на правилах…

Дима Рогозин в гости ждёт, если что…

https://t.me/bbbreaking/137195",,111060,2022-10-03 18:07:09,1664820429,2022-10-03 18:08:11,1664820491.0,,,,,url,,,,2
619,3573,olegtsarov,olegtsarov,1324060080,olegtsarov,,False,"Блинкен стыдливо назвал теракт саботажем. И скромно умолчал о выгоде США от поставок в Европу сжиженного газа, от перевода европейских производств и о бегстве капиталов в США, том самом, о котором я сегодня уже писал. А так нормальное заявление.
Никто не знает кто же взорвал газопроводы? Никто? Ах, как жаль…

https://t.me/bbbreaking/136637",,126282,2022-09-28 16:16:53,1664381813,2022-09-28 16:17:03,1664381823.0,,,,,url,,,,2
626,3490,olegtsarov,olegtsarov,1324060080,olegtsarov,,False,"Коморские Острова - государство в Восточной Африке площадью 1 861 км² и населением чуть более 900 тысяч человек. 
Каковы их шансы разместить оружие в космосе? 

Тем не менее заявление о неразмещении первыми оружия в космосе было подписано Василим Небензей, представителем РФ при ООН, да ещё и по инициативе российской стороны (!!!). 
 
«Эти меры укрепляют доверие при сотрудничестве в космосе, - заявил Небензя. - Мы хотим, чтобы оно было мирным» 

Кто-нибудь, скажите Небензе, что мы тут с половиной мира воюем, и доверия и мирного сотрудничества даже в космосе на горизонте планирования не предвидится...

И самое главное, зачем нам брать перед Коморскими Островами какие-то обязательства? 

https://t.me/bbbreaking/135658",,121105,2022-09-21 6:39:26,1663742366,2022-09-21 6:39:43,1663742383.0,,,,,url,,,,2
644,5729,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Тююю, та ради Бога.))) Я ж забыл что есть только два мнения - твоё и неправильное.))))
https://t.me/Za_Derjavy/21695",,165259,2022-10-14 8:07:25,1665734845,2022-10-14 8:07:39,1665734859.0,,,,,url,,,,2
653,5615,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Интересный пост нашёл на своём канале от 2 октября 2020 года. М-да.
https://t.me/notes_veterans/16",,204119,2022-10-10 20:25:18,1665433518,2022-10-10 20:25:43,1665433543.0,,,,,url,,,,2
656,5586,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Видео из Купянска обязан запомнить каждый из нас, даже если трудно и не хочется. Это русские люди, которых нацистская отбитая бандеровская мразь  убила за то, что они нам поверили, и нашли в себе смелость встать рядом с нами. Говорить на русском, учить на русском, быть частью русского мира. 

В 1915 году, в Первую мировую,  русская армия отступала. Такое бывает на войне. Великое отступление, так это назвали современники. Русская армия забрала с собой шесть миллионов человек! Шесть миллионов беженцев ушли обозами в большую Россию.
Тогда, кстати, Львов перестал был русским городом, а Галиция русской землей. Русские/русины ушли. Те из них, кто стали называть себя украинцами, остались. Генерал Деникин вспоминал потом:

""Помню дни тяжкого отступления из Галичины, когда за войсками стихийно двигалась, сжигая свои дома и деревни, обезумевшая толпа народа, с женщинами, детьми, скотом и скарбом… 

Марков шел в арьергарде и должен был немедленно взорвать мост, кажется, через Стырь, у которого скопилось живое человеческое море. Но горе людское его тронуло, и он шесть часов еще вел бой за переправу, рискуя быть отрезанным, пока не прошла последняя повозка беженцев"".        

Жуткая смерть русских людей в Купянске - это не только преступление нацистской мрази из ""Азова"". Это наш грех.  Тут хоть как ухитрись, назови отходом, или перегруппировкой. По-русский  это называется иначе. 
Это то, о чем пророчествовал Спаситель. 

""И будете преданы и родителями, и братьями, и родственниками, и друзьями. И некоторых из вас умертвят"".

Русские мученики Купянска, Изюма,Лимана. Посмотрите на них. Запомните их. Помолитесь о них.
Было бы очень удобно думать, что если не мы не военные, то не отдаем приказы, и не мы что-то там не сделали. Но желая победы нашим военным, мы духовно все равно принимаем участие. И несем ответственность. Помогаем же мы нашим военным снаряжением, рациями и коптерами? Ну вот. А как иначе?

Помнить о русских, которых оставили, это теперь наша вечная ноша. 

Помнить нужно и о том, что нет у нас нынче генерала вроде Сергея Леонидовича Маркова, что в 1915 держал переправу, пока последняя повозка не прошла. Все вопросы слишком очевидны, чтобы тут сейчас дополнительно их задавать.

Помнить нужно и о палачах. С них спросится рано или поздно. Но понимать с какой лютой гадиной мы воюем и почему, нужно уже сейчас. И начинать действовать.     

https://t.me/sashakots/36393",,154572,2022-10-09 21:30:01,1665351001,2022-10-09 21:30:08,1665351008.0,,,2022-10-09 20:52:28,1665348748.0,url,,,,2
658,5537,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Александр, помните, что было в Сирии осенью 2015-го? Один танк на опорник, 10 человек пехоты на 10 километров ""контролируемой"" территории. Авиация если и прилетает, бьёт хрен знает куда. У личного состава броников нет, связь доисторическая. Там ещё проблемы с БК были и с вооружением. 

Налетает лёгкая конница боевиков на пикапах, вырубает опорник. Ну или обходит и несётся вглубь. У них вместо арты были смертники. Но и с ПТУРами на пикапах они прекрасно этот единственный танк жгли. 

Мы каким-то совершенно невероятным образом умудрились скосплеить сирийцев. У нас даже Таманскую дивизию стали называть ""Садычьей"",  потому что на тапки встаёт. 

Какой рецепт против такой тактики? Например, если в танковом полку будут настоящие танки, а не на бумаге. Когда против лёгкой кавалерии на американских ХАМВи выкатится хотя бы танковая рота. Когда деревню будет оборонять не 15 человек, не сменяющихся 7 месяцев, а хотя бы полнокровная рота. С достаточным количеством ПТУРов, с коптерами, со связью. Которые тупо пожгут 1-2 ХАМВи, когда засекут. А потом эта колёсная братия выкатится на 5 наших танков и раскидает колёса и мозги по посадкам. 

И всё. Весь секрет. 

Только прикол, если так оснастить армию, лёгкой кавалерией они и не сунутся, т.к. разведка у них налажена хорошо. Знали, что лезли на задолбанных наших парней. 

Сейчас опять щупают оборону, ищут слабое звено. 

https://t.me/sashakots/36271",,205615,2022-10-08 16:37:02,1665247022,2022-10-08 16:37:08,1665247028.0,,,2022-10-06 10:09:17,1665050957.0,url,,,,2
661,5526,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Я бы не стал исключать тот факт, что водитель просто мог не знать что везёт и стал смертником в тёмную. Если это конечно был взрыв именно автомобиля. 
https://t.me/voenacher/30493",,194544,2022-10-08 10:02:01,1665223321,2022-10-08 10:02:08,1665223328.0,,,,,url,,,,2
669,5445,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Вот не могу не согласиться с коллегой. Дело ведь реально не в НАТО. Ну что ваше НАТО, если бы вместо покраски бордюров, бессмысленных заполнений журналов и дебильнейших посторонний и строевой муштры войска день и ночь проводили бы на полигонах? Что ваше НАТО если бы у кое кого, вышестоящему начальству хотя бы хватало смелости докладывать о реальном положении дел? В общем не стоит снова двигать тему, что всё Западное самое лучшее. У нас хорошая техника и вооружение, у нас хорошая военная наука, у нас богатый боевой опыт. У нас плохие исполнители. Не на своём месте люди. С этим нужно что-то делать.
https://t.me/voenacher/30316",,184916,2022-10-05 15:50:55,1664985055,2022-10-05 15:52:06,1664985126.0,,,,,url,,,,2
678,5341,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Танковая дуэль. Наш победил. Побеждает тот, кто не боится.
https://t.me/vladlentatarsky/16474",,208171,2022-09-29 5:22:03,1664428923,2022-09-29 5:22:13,1664428933.0,,,,,url,,,,2
682,5312,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Ещё пару таких пиар - выстрелов Милонова и будут пиар похороны всего расчёта. Вы объясните чуваку что он на войне. 
https://t.me/bbbreaking/136355",,198585,2022-09-27 17:34:40,1664300080,2022-09-27 17:34:47,1664300087.0,,,,,url,,,,2
712,5111,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Они говорили: ""Мы не верим, что Россия признает ЛДНР"", они говорили: ""Мы не верим, что Россия начнёт боевые действия"". Сейчас они говорят: ""Мы не верим, что Россия применит ядерное оружие"". Прям клуб БДСМ какой-то...
https://t.me/notes_veterans/5110",,165253,2022-09-21 12:54:10,1663764850,2022-09-21 12:54:16,1663764856.0,,,,,url,,,,2
717,5099,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Так выглядит поле боя, на котором идёт активный бой. Зацените масштабы утилизации украинцев. И это только на одном небольшом участке. 
Кстати это атака нацистов на Пески. И этот ад им устроила лучшая в Мире донецкая пехота. 
https://t.me/RtrDonetsk/9563",,143972,2022-09-21 9:56:13,1663754173,2022-09-21 9:57:52,1663754272.0,,,,,url,,,,2
727,5051,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Я всё понимаю, поэтому и писал текст со многими оговорками. Но в сложившейся ситуации, я бы пошёл именно по этому пути, назначив тебя министром пропаганды)))
https://t.me/BeregTime/6138",,193029,2022-09-20 6:22:11,1663654931,2022-09-20 6:22:29,1663654949.0,,,,,url,,,,2
731,5009,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Вот целиком и полностью. Целиком и полностью. Всю эстрадную интеллигенцию бандитских 90х и  зажравшихся нулевых в топку.
https://t.me/vladlentatarsky/16217",,150627,2022-09-18 13:40:06,1663508406,2022-09-18 13:40:12,1663508412.0,,,,,url,,,,2
788,4704,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Нашёл тут свой пост от 22 февраля прошлого года, сейчас интересно это читать... И грустно 😔

Но грустить некогда. Потому что всё что нас не убивает, делает нас сильнее! Потому Мы с коллегами сейчас занялись очень серьёзным проектом. Пока только могу сказать что связан он с БПЛА. Скоро будут подробности. Нам нужна будет ваша помощь, без которой этот проект не будет реализован. Подробности совсем скоро! 
https://t.me/notes_veterans/254",,239129,2022-09-09 22:14:41,1662761681,2022-09-09 22:15:14,1662761714.0,,,,,url,,,,2
792,4685,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Чем вызван крик души ещё не старого Ветерана?
Он стесняется сказать, я скажу: не хватает мотивации у регуляров для такой войны, как идёт сейчас. Когда искренне не понимаешь, что ты делаешь по Харьковом или Херсоном трудно проявлять чудеса героизма. 

Я лично проводил разъяснительные беседы с десятком людей не робкого десятка, но считавших, что хохлы ""защищают свой дом"". 

Вот они плоды 8-летней идеологии, когда тема Донбасса звучала только в тошнотных политических шоу по телеку, что скорее дискредитировало ЛДНР, чем привлекала внимание к нему. Убийство русских в Республиках прошло мимо общей массы личного состава ВС РФ.

https://t.me/notes_veterans/4683",,136664,2022-09-09 6:15:44,1662704144,2022-09-09 6:15:53,1662704153.0,,,2022-09-09 5:59:13,1662703153.0,url,,,,2
793,4666,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Угольный весьма точно даёт расклад по ситуации на Харьковском фронте.
https://t.me/zola_of_renovation/2809",,162707,2022-09-08 9:27:01,1662629221,2022-09-08 9:27:13,1662629233.0,,,,,url,,,,2
803,4588,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"ВОЙНА - БОЙНЯ У ХЕРСОНА (ИТОГОВЫЙ ВЫПУСК)

Пропаганда Киева называет контрнаступление ВСУ ""битвой за Херсон"", но вышла ""бойня у Херсона"". Части и соединения, которые подчиняются киевскому режиму продолжают самоубийственное наступление на юге Украины. При этом у ВСУ есть тактические успехи, которые могут превратиться в настоящую катастрофу. Посмотрите перед сном. 

ОБЗОР РАЙОНА БОЕВЫХ ДЕЙСТВИЙ (спасибо Рыбарю)
СИЛЫ СТОРОН
КАРТА ПРОДВИЖЕНИЯ ВСУ и ВС РФ ( спасибо Заставному)
ЗАМЫСЕЛ СТОРОН
ЦЕЛИ РЕЖИМА ЗЕЛЕНСКОГО

В программе использованы материалы уважаемых тг-каналов:
https://t.me/sashakots
https://t.me/SolovievLive
https://t.me/rybar
https://t.me/zastavnyii
https://t.me/voenacher
https://t.me/vysokygovorit
https://t.me/RtrDonetsk
https://t.me/milinfolive
https://t.me/notes_veterans

Спасибо друзья за вашу работу!

Канал Поддубного: https://t.me/epoddubny
RUTUBE Поддубного: https://rutube.ru/channel/23492833/
YOUTUBE Поддубного: https://www.youtube.com/epoddubny
ДЗЕН Поддубного: https://zen.yandex.ru/epoddubny",,20506,2022-09-04 20:57:31,1662325051,2022-09-04 20:58:10,1662325090.0,,,2022-09-04 18:04:10,1662314650.0,url,,,,10
840,4280,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Надеюсь что нет))
https://t.me/BeregTime/5832",,21039,2022-08-07 8:34:48,1659861288,2022-08-07 8:35:12,1659861312.0,,,,,url,,,,2
844,4267,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Бородатый вернулся с охоты. С добычей.
https://t.me/BeregTime/5812?single",,26713,2022-08-06 6:02:26,1659765746,2022-08-06 6:02:56,1659765776.0,,,,,url,,,,2
857,4209,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Третьи сутки столько внимания одной бабе.
А вообще США это самые настоящие кукловоды и поджигатели войн. Все кто ведётся на их провокации это просто тупые бараны.
https://t.me/bbbreaking/131507",,20213,2022-08-01 10:12:53,1659348773,2022-08-01 10:13:19,1659348799.0,,,,,url,,,,2
866,4180,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Слушайте редакторы Первого канала, вы честное слово З А Е Б А Л И. Сколько можно издеваться и глумиться над русскими парнями, сидящими сейчас под обстрелами, гибнущими и рискующими своими жизнями каждый день приглашая на свои программы отъявленых ублюдков, и русофобов? Вы специально делаете всё так, чтобы люди побывавшие на войне возненавидели и вас и власть? Скажите, вы специально хотите разжечь ненависть и социальную обстановку? Тогда давайте больше подобного контента и мразей на вашем канале. 
https://t.me/ghost_of_novorossia/6247",,25258,2022-07-29 17:53:01,1659117181,2022-07-29 17:53:22,1659117202.0,,,,,url,,,,2
879,4067,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"""Украина будэ брытанськой, або бэзлюдной"". Что-то подобное они неоднократно заявляли. 

https://t.me/notes_veterans/4065",,16184,2022-07-18 14:27:09,1658154429,2022-07-18 14:27:49,1658154469.0,,,2022-07-18 6:42:31,1658126551.0,url,,,,2
881,4062,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Напоминаю для тех, кто ещё не вспомнил:
«У России есть только два союзника — её армия и флот»
Император Александр III

Поэтому никаких иллюзий не должно быть - ""Amat victoria curam. Наши не придут, все наши это мы"" (с)
https://t.me/intuition2036/2328",,96947,2022-07-16 7:38:07,1657957087,2022-07-16 7:38:25,1657957105.0,,,,,url,,,,2
901,3954,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Как никогда согласен с Максом.
https://t.me/vladlentatarsky/14828",,21430,2022-07-05 15:28:44,1657034924,2022-07-05 15:29:12,1657034952.0,,,,,photo,"{""id"": 5344082568254963197, ""dc_id"": 2, ""file_reference"": ""0255ec864600000f72635c240dedd2eb072d6bb8b623d04393c123df1a""}",notes_veterans-3954.jpeg,,2
902,3949,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Внимание! 
Какой-то мошенник, использует посты группировки ОПСБ, вот  первоисточник 👉 https://t.me/ghost_of_novorossia/5758?single
Копирует пост, вставляет свои реквизиты для перечисления денежных средств, и размещает у себя в канале от имени ОПСБ! Вот  его пост 👉 https://t.me/pryamoy_reportaz1/547?single
Деньги соответственно уходят ему на карман! 

Внимание! Данный канал к ОПСБ не имеет никакого отношения! Это мошенник! 

При оказании финансовой помощи нашим подразделениям, будьте внимательны и бдительны!",,20157,2022-07-04 17:10:13,1656954613,2022-07-04 17:10:25,1656954625.0,,,2022-07-04 15:11:13,1656947473.0,photo,"{""id"": 5339226652460301139, ""dc_id"": 2, ""file_reference"": ""0255ec864600000f6d635c240d38346b412081a7fdf9992b1eb0acc038""}",notes_veterans-3949.jpeg,,3
910,3889,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Стрелков объясняет, почему с военной точки зрения продолжать держать гарнизон на Змеином было могилой.

https://t.me/strelkovii/2832
https://t.me/strelkovii/2833
https://t.me/strelkovii/2834

Проблема в том, что политически прикрыть необходимое военное решение речекряком про ""жест доброй воли"" и принять это решение одновременно с обменом Азова и с саммитом  НАТО - это тоже могила. Поражение на психологическом фронте, как мы знаем из опыта 1917 и 1991 по катастрофичности не сравнится ни с какими поражениями на фронте военном.",,20268,2022-06-30 13:03:36,1656594216,2022-06-30 13:03:42,1656594222.0,,,2022-06-30 10:00:40,1656583240.0,url,,,,3
914,3870,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Я как бы тоже заметил какую-то  таинственную миролюбивость к данному подразделению. С 26 марта подаю Киевский сборный пункт ""Азова"" в пром зоне на калибровку и не только я. И с марта по нему ни одного прилёта. Может мы чёт не знаем Макс?https://t.me/vladlentatarsky/14687",,20864,2022-06-29 8:34:40,1656491680,2022-06-29 8:35:15,1656491715.0,,,,,url,,,,2
926,3792,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Македония с 2005. И там ещё есть маааленький нюансик - членом ЕС может стать государство только с решенными территориальными вопросами. Учитывая нынешние реалии укрорейху это не светит НИКОГДА.
https://t.me/voenacher/22939",,200561,2022-06-23 19:42:35,1656013355,2022-06-23 19:42:52,1656013372.0,,,,,url,,,,2
961,3606,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Макс, Лобаев. Уже даже не хочется говорить об этом. Устал просто. И надоело. Но понимаю, что если не мы, то никто об этом не скажет. Потому что у турбопатриотов ""всё есть, все всем обеспечены, а если нет, то нужно только в интендантские службы обратиться"". А проблема есть! Слышите вы, тыловые крысы!? Сотни резервистов идут в бой без бронижелетов и шлемов! По вашей вине. По вашей нерасторопности, дебилизму, трусости доложить вышестоящему начальству о проблеме и неорганизованности. Ненавижу вспоминать времена Сталина, но приходится. Сами догадаетесь что с вами блядями было бы, если бы вы сейчас были в те времена? Ну сколько можно уже мусолить эту тему, а? Обеспечьте людей, которые воюют, слышите, воюют за Россию всем необходимым. Это позорище какой - то. Есть одно подразделение, в ДНР, в котором 70% не обеспечены СИБЗ. Не обеспечите их в ближайшее время, буду у себя на канале называть фамилии тыловиков, которые лично ответственны за их обеспечение. У каждой ошибки есть ФИО и должность.
https://t.me/vladlentatarsky/14375",,228673,2022-06-17 6:11:18,1655446278,2022-06-17 6:11:40,1655446300.0,,,,,url,,,,2
968,3573,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Вот Татарский угорает с админом по поводу ИГ (инициативных групп) а они ведь уже есть. Есть знакомый редставитель МО и Росгвардии, которые создали группу аэроразведки, укомплектовались на народные деньги дронами и средствами ближней разведки и работают теперь в связке с артой, погранцами и одним известным подразделением специального назначения на Харьковском направлении. И делается это всё просто потому что не всё равно на происходящее. Считаю такие группы ИГ должны поощряться и поддерживаться командованием. Так же необходимо отметить что у противника имеются точно такие же ИГ, одна из которых например объявила на тебя охоту, судя по радиоперехвату)))  И это придаёт особое отношение к тому, что ты делаешь.
https://t.me/vladlentatarsky/14326",,92197,2022-06-15 7:03:30,1655276610,2022-06-15 7:03:57,1655276637.0,,,,,url,,,,2
971,3565,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Судя по всему губернатор Белгородской области Гладков крайне плохо понимает специфику региона. А так же историю и географию. И это очень, очень плохо. Ибо популистские заявления останутся лишь популистскими заявлениями, которые между прочим ему же и припомнят через некоторое время, когда Белгород после возвращения Харькова в Российскую юрисдикцию снова станет городом - спутником Харьковской агломерации. Крайне не дальновидные заявления делает губернатор Белгородской области.
https://t.me/zola_of_renovation/2062",,30743,2022-06-14 17:04:36,1655226276,2022-06-14 17:04:56,1655226296.0,,,,,url,,,,2
972,3564,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Где? Где ска слезные посты либероидов, заукраинцев и прочей нечисти? Где иностранные СМИ!? Нет их. И быть не может. Потому что ублюдки.
https://t.me/voenacher/22013",,20488,2022-06-14 16:32:01,1655224321,2022-06-14 16:32:07,1655224327.0,,,,,url,,,,2
978,3525,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"Как бы не била жизнь ключём по голове, никак из оптимиста не могу перестроиться в реалиста 😌
https://t.me/ghost_of_novorossia/5361",,23767,2022-06-12 13:38:57,1655041137,2022-06-12 13:39:56,1655041196.0,,,,,url,,,,2
988,3480,notes_veterans,notes_veterans,1441564230,notes_veterans,,False,"После удачного открытия ОПСБ-Белгород, мы открываем ОПСБ-Ростов в г. Ростов-на-Дону.

Ответственным за региональное отделение будет наш давний товарищ, одессит, активист одесского сопротивления и ополченец Донбасса первой волны - Тамерлан Руссов.

Подписывайтесь:

Канал Тамерлана:
https://t.me/tamerlanrussov

ОПСБ-Ростов: https://t.me/opsb_RnD",,16438,2022-06-08 17:25:55,1654709155,2022-06-08 17:26:23,1654709183.0,,,2022-06-08 17:12:59,1654708379.0,,,,,2
